id,question,answer
13170,"Determine the smallest dimension of a faithful representation of the group $D_8 \times Q_8$ over a field $F$, where $D_8$ is the dihedral group of order 8, $Q_8$ is the quaternion group, and $F$ is a field of characteristic not equal to 2.",4
13171,"If every nonzero element of a ring \( R \) is either a unit or a zero divisor, does \( R \) contain only finitely many ideals? Provide a justification for your answer.",No
13172,"Let $G$ be a finite group of isometries acting properly discontinuously on a Riemannian manifold $\overline{M}$. If $\pi : \overline{M} \to \overline{M}/G$ denotes the quotient map and $M$ is a connected hypersurface in the quotient space $\overline{M}/G$, determine whether the number of connected components of the preimage $\pi^{-1}(M)$ is a divisor of the order of $G$. Provide a justification for your answer.",Yes
13173,"Find all strictly increasing sequences of positive integers \(a_1, a_2, \dots\) such that for any two positive integers \(i\) and \(j\), the number \(i + j\) has the same number of divisors as \(a_i + a_j\). Additionally, deduce that if \(i = j\), then \(a_i\) and \(i\) have the same number of divisors.",a_n = n
13174,Let $f: \mathbf{D} \rightarrow \mathbf{D}$ be a holomorphic function that is bijective on $\mathbf{D} \setminus \{0\} \rightarrow \mathbf{D} \setminus \{0\}$. Determine whether $f(0) = 0$.,0
13175,"Given the joint characteristic function of the random variables $(X, Y)$, determine the probability $P(X < Y)$. Provide your answer as a numerical value.",\dfrac{1}{2}
13176,"Consider a sequence of non-empty, monotonic decreasing, open, and bounded subsets $A_1, A_2, \ldots$ of $\mathbb{R}^n$ such that $A_1 \supset A_2 \supset \cdots$ and their intersection $\bigcap_{i=1}^{\infty} A_i$ is non-empty and compactly embedded in an open subset $B$ of $\mathbb{R}^n$ (i.e., $\bigcap_{i=1}^{\infty} A_i \subset \subset B$). Determine whether there exists an integer $m$ such that $A_m \subset B$. Provide a proof or counterexample.",Yes
13177,"Consider the multiplicative group \(A=\{z\in\mathbb{C}\mid z^{2006^k}=1, 0<k\in\mathbb{Z}\}\) of all the roots of unity of degree \(2006^k\) for all positive integers \(k\). Determine the number of homomorphisms \(f:A\to A\) such that \(f(f(x))=f(x)\) for all elements \(x\in A\).",8
13178,Compute the value of $f(2)$ for an entire function $f(z)$ satisfying the inequality $|f(z) - z + 2z^2| \leq \arctan(|z|)$ for all $z \in \Bbb C$. Use the property of $f$ being entire to find the solution.,-6
13179,"Suppose we have a sequence of functions $f_n$ in $L^1[0,1]$ that converge pointwise almost everywhere to $f \in L^1[0,1]$. If $\lim_{n\to \infty}\int |f_n-f| = 0$, does this imply that $\int \vert f_n\vert \rightarrow \int \vert f\vert$? Answer yes or no and justify your answer.",Yes
13180,Calculate the fourth moment of Brownian motion at time \( t \).,3t^2
13181,Let $g: \mathbb{R}^2 \to \mathbb{R}$ be a function. Define $\lambda_B(h)$ as $\lambda_B(h) = \frac{g(x+h) - g(x) - h^\top \nabla g - \frac{1}{2}h^\top Bh}{\|h\|^2}$ for $h \neq 0$ and $\lambda_B(0) = 0$. Does the double differentiability of $g$ at $x$ imply the existence of a matrix $B$ such that $\lambda_B(h)$ is continuous at $0$?,Yes
13182,"Let $X\subset\mathbb{R}^n$ be a nonempty convex set with a nonempty interior, and let $f:X\rightarrow \mathbb{R}$ be a continuous function. If $f$ is convex on the interior of $X$, is $f$ convex on the entire set $X$?",Yes
13183,"Determine the density of the set \( S_k = \{ a \mid \exists m \in \mathbb{N} ; \sigma_k(m) = a \} \) in \( \mathbb{N} \) for \( k \in \mathbb{N} \), where \( \sigma_k(n) = \sum_{d \mid n} d^k \) is the sum of divisors function of the \( k \)th power.",0
13184,"Consider two distinct irreducible factors $f$ and $g$ of $x^n-1$ over the $p$-adic integers $\\mathbb{Z}_p[x]$. Suppose their reductions modulo $p$, denoted as $\overline{f}$ and $\overline{g}$, are coprime in $\mathbb{F}_p[x]$. Does it follow that the ideals generated by $f$ and $g$ in $\mathbb{Z}_p[x]$ are comaximal?",Yes
13185,"Evaluate the integral \( \int_{-1}^1 f(2^x) \, dx \), where \( f(x) = \int_{1/x}^x e^{t+1/t} \frac{dt}{t} \). Choose the correct answer from the following options: (a) 1 (b) 2 (c) 0 (d) None of these.",C
13186,"Provide an example of a linear operator $T \in L(V)$ on the vector space $V$ of infinite sequences of finite length, such that:

1. $T$ admits an adjoint, i.e., there exists $T^*$ such that $\langle Ta, b \rangle = \langle a, T^*b \rangle$ for all $a, b \in V$.
2. $T^*T$ is the identity operator on $V$.
3. $TT^*$ is a projection operator but not the identity operator, meaning $(TT^*)^2 = TT^*$ and $TT^* \neq I$. 

Consider whether the left-shift operator $T: (a_1, a_2, a_3, \ldots) \to (a_2, a_3, \ldots)$ satisfies these conditions.",T
13187,"Given that X and Y are independent standard Gaussian random variables, find the expected value of X conditioned on the product XY.",0
13188,"Evaluate the complex integral \( K = \frac{i}{4-\pi} \int \frac{1}{z\cos(z)}\,dz \) over the circle centered at the origin with radius 4. Determine the value of \( K \).",2
13189,"Determine whether there exists a ring $R$ such that its additive group $(R, +)$ is isomorphic to the circle group $S^1 = \{ z \in \mathbb{C^*} \mid |z| = 1 \}$. Provide a justification for your answer.",Yes
13190,"Determine whether there exists a constant $C > 0$, independent of $f$, such that for all $f \in L^p(\Omega)$, the inequality $\| f - \tilde{f} \|_p \leq C \| f \|_p$ holds, where $\tilde{f} = \frac{1}{|\Omega|}\int_{\Omega} f$ and $\Omega \subset \mathbb{R}^N$ is open and bounded.",Yes
13191,Determine whether there exist finitely generated modules over a commutative ring that have constant finite rank but are not free. Provide a justification for your answer.,Yes
13192,Determine whether the system of differential equations given by \( \dot x = x - y - x(x^2 + y^2) \) and \( \dot y = x + y - y(x^2 + y^2) \) has a limit cycle.,Yes
13193,"Determine whether the following inequality holds for all \( |x| \neq 0 \) in \( \mathbb{R}^3 \) with \( \lambda > 0 \):
\[
\frac{|e^{i\sqrt{\lambda+i\varepsilon}|x|}-e^{i\sqrt{\lambda}|x|}|^2}{|x|^2} \leq \frac{C}{|x|^2}
\]
where \( \sqrt{\lambda+i\varepsilon} = \sqrt{\lambda_\varepsilon} + i\frac{\varepsilon}{2\sqrt{\lambda_\varepsilon}} \) and \( \lambda_\varepsilon = \frac{\sqrt{\lambda^2+\varepsilon^2}+\lambda}{2} \).",Yes
13194,"Compute the fundamental group of the space $X = \mathbb{R}^3 - \mathbb{R} \times \{(0,0)\}$. Use the fact that $\{0\} \times S^1$ is a retraction of $X$ and that the inclusion map $j : \{0\} \times S^1 \rightarrow X$ induces an injective homomorphism on their fundamental groups to determine $\pi_1(X)$. Provide your answer as a group description.",\mathbb{Z}
13195,Let $\Omega$ be a convex open set in $\mathbb{C}^n$ and $f$ be an analytic function without zero points on $\Omega$. Can an analytic branch of $\ln f$ be defined on $\Omega$?,Yes
13196,"Evaluate the integral \( \iint_D \left(\sqrt{x^2+y^2}-\sqrt{a^2-x^2-y^2}~\right)dxdy \) where \(D_{xy}\) is the disk \(x^2+y^2\le a^2\), using a change of variables different from polar coordinates.",0
13197,"For a 1-dimensional Levy process $X_t$ with generating triplets $(\sigma, \gamma, \nu)$, where $\sigma \neq 0$ and $\nu \neq 0$, determine whether $P(\omega: X_{t}(\omega)=x) = 0$ for a fixed point $x$ in the state space and fixed $t \neq 0$. Consider the cases of Brownian motion and pure jump Levy processes as references.",0
13198,"Consider a convex polytope in \(\mathbb{R}^n\) with \(k\) vertices, where \(k+1 \ge n\). Each vertex moves with constant velocity from time \(t=0\) to \(t=1\), maintaining the convexity with \(k\) vertices. Determine if the volume of the polytope can be expressed as a polynomial in \(t\). If it can, what is the degree of this polynomial?",n
13199,"Determine if the kernel \( K(x,y) = \frac{e^{-\frac{xy}{x+y}}}{x+y} \) is invertible for \( x \in [0,1] \) and \( y \in [0, \infty) \). Specifically, if \( \int_0^1 K(x,y) f(x) \, dx = 0 \) for all \( y \in [0, \infty) \), can we conclude that \( f(x) = 0 \) for \( x \in [0,1] \)?",f(x) = 0
13200,Find all solutions to the equation $\exp(z) = z$ in the complex numbers $\Bbb{C}$. Provide your answer in terms of known functions or constants if possible.,z = -W_k(-1)
13201,Determine whether every open subset of a second countable space can be expressed as a countable union of disjoint connected open sets. Answer with 'True' or 'False'.,False
13202,Let \(x_n\) be the \(n\)th positive solution to the equation \(x = \tan(x)\). Determine \(\lim_{n\to\infty}(x_n - x_{n-1})\).,\pi
13203,"Let $G$ be a finite simple group and $H, K$ be subgroups of $G$ with prime index. Is it true that $|H| = |K|$?",Yes
13204,"Determine whether the number $5^{1985} - 1$ can be expressed as a product of three integers, each greater than $5^{100}$. Provide a justification for your answer.",Yes
13205,Let $f$ be a non-constant entire function and define $M_r = \max\{|f(z)|: |z| = r\}$. Determine whether the mapping $r \mapsto M_r$ is increasing.,Yes
13206,"Suppose we have two $n \times m$ matrices $A$ and $B$ with coefficients in an algebraically closed field of characteristic $0$, where $n > m$ and both matrices have rank $m$. Additionally, assume that the $m \times m$ minors of both matrices are identical. Determine whether there exists an $m \times m$ matrix $C$ with determinant $1$ such that $A \cdot C = B$. Justify your answer.",Yes
13207,"Determine whether the series \( u = \sum_{n=1}^{\infty}\frac{1}{2^{n}}e_n \) converges in the Banach space \( X \), where \( \{e_{n}\}_{n=1}^{\infty} \) is a maximal set of linearly independent vectors in \( X \). Specifically, are the partial sums \( \sum_{n=k}^{m}\frac{1}{2^{n}}e_n \) a Cauchy sequence?",Yes
13208,"Determine whether the 2nd Eisenstein Series, defined by \(E_{2}(\tau)=1-24\sum_{n=0}^{\infty} \frac{nq^{2n}}{1-q^{2n}}\), where \(q=e^{i\pi \tau}\) and \(\tau\) is in the upper-half plane, can output complex numbers.",Yes
13209,Compute the distributional Fourier transform of $x \delta(x)$. Provide your answer in terms of standard distributional operations.,0
13210,"Find the value of \( \theta \in [0, 2\pi] \) that maximizes the minimum singular value of the matrix \( \frac{1}{c} e^{\jmath\theta}P^{-1}A + cP^{-1} \), where \( P \) and \( A \) are positive definite matrices, \( c \) is a positive constant, and \( \jmath=\sqrt{-1} \).",0
13211,"Determine the conditions under which $n^{\aleph_0}$ equals the cardinality of the continuum, where $n$ is a positive integer.",n \geq 2
13212,Use the divergence theorem to derive the identity: \[ \oint_S \frac{\hat{r} \times \vec{dS}}{r^2} = 0 \] where \( S \) is a closed surface that does not enclose the origin.,0
13213,"Is the multicolour Ramsey number \(R(n_1,n_2,\ldots,n_c)\) equal to \(R(n_{\pi(1)},n_{\pi(2)},\ldots,n_{\pi(c)})\) for any permutation \(\pi\) of \(\{1,2,\ldots,c\}\)?",Yes
13214,Find the function \( f: \mathbb{R} \to \mathbb{R} \) that satisfies the equation \( f(-y^2) + f(x^2 + y) - y = (x + y)f(x - y) \) for all real numbers \( x \) and \( y \).,f(x) = x
13215,"Find the smallest constant \( M \in \mathbb{N} \) such that for all \( n \in \mathbb{N} \), the inequality \( \pi(n) \leq \frac{Mn}{\log n} \) holds, where \( \pi(n) \) is the prime-counting function.",2
13216,"For a polynomial \(p(x)=1+\sum_{j=1}^n b_j x^j\) with \(b_j>0\), determine if there exist constants \(C>0\) and \(D\ge 0\) such that the inequality

$$x^2(x-1)\left(\frac{p''(x)}{p(x)}-\frac{p'(x)^2}{p(x)^2}\right)\le C\ln p(x)+D$$

holds for sufficiently large \(x>1\).",Yes
13217,Evaluate the line integral \( \int_C y(x^2+y^2)dx-x(x^2+y^2)dy+xydz \) where \( C \) is parametrized by \( r(t)=\cos t \mathbf{i}+\sin t \mathbf{j}+t\mathbf{k} \) for \( -\pi\leq t\leq \pi \).,-2\pi
13218,"In a 3D space with a Poisson distribution of points, calculate the probability that a randomly chosen ray will not intersect any points.",1
13219,"Is the set $C^\infty_c((0,1])$ of compactly supported smooth functions on the interval $(0,1]$ dense in the Sobolev space $H^1(0,1)$, restricted to functions that vanish at the origin, i.e., $\{u \in H^1(0,1): u(0) = 0\}$?",Yes
13220,"Consider a sequence of bounded real-valued random functions \((f_n)\) defined on the interval \([0,1]\). For each \(x \in [0,1]\), assume that \(f_n(x)\) converges in probability (or almost surely) to a limit function \(f(x)\). Determine whether the integral \(\int_{0}^{1} |f_n(x) - f(x)| dx\) converges in probability (or almost surely) to \(0\).",Yes
13221,"Consider the infinite system of equations given by:
\[
p(k+2)q(k+2) - 3p(k+1)q(k+1) + 2p(k)q(k) = 0
\]
for every natural number \(k\), where \(p(k)\) and \(q(k)\) are natural numbers greater than 2. Does there exist a pair of integer sequences \(p(k)\) and \(q(k)\) that satisfy this system for all \(k\)?",Yes
13222,"What is the maximum cardinality of a set \( Z \subset \mathbb{N} \) such that for any distinct \( a_1, a_2, a_3 \in Z \), the sum \( a_1 + a_2 + a_3 \) is a prime number?",4
13223,"Evaluate the improper integral: \[ \int_{0}^{+\infty} \frac{x - \sin{x}}{x^{3}}\, dx \] using the Dirichlet integral: \[ \int\limits_0^{+\infty} \frac{\sin \alpha x}{x}\,dx = \frac{\pi}{2}\text{sgn}\,\alpha \]",\dfrac{\pi}{4}
13224,"Determine the smallest closed set containing $C^1[-1, 1]$ in the space $({\scr{B}}[-1, 1],||\cdot||_\infty)$. Provide your answer as a set description.","C[-1, 1]"
13225,Determine whether any bijective $\mathbb{Q}$-linear map $T: \mathbb{R} \to \mathbb{R}$ must satisfy $T(x) = T(1)x$ for all $x \in \mathbb{R}$.,No
13226,"Consider a sequence of random variables $V_n = V(W_1,...,W_n)$, where $W_i$ are iid random variables. Let $W$ be another random variable such that $W \sim W_i$. Suppose we have a non-negative function $f(V_n,W)$. If $P_W\{f(V_n,W) > \epsilon\} \rightarrow 0$ in probability as $n\rightarrow \infty$ for any fixed $\epsilon >0$, does this imply that $|f(V_n,W)| \rightarrow 0$ in probability?",Yes
13227,"Evaluate the integral: \[ \int_0^{\infty}\frac{2+7\cos(x^\pi-e)-7\sin(1+x^8)}{1+x^2} \, \mathrm{d}x \]",\pi
13228,"Compute the least squares polynomial of degree three for the function \( f(x) = x^3 \) on the interval \((0, \infty)\) with respect to the weight function \( w(x) = e^{-x} \) using the Laguerre polynomials \( L_1(x) = x - 1 \), \( L_2(x) = x^2 - 4x + 2 \), and \( L_3(x) = x^3 - 9x^2 + 18x - 6 \).",x^3
13229,"Let \( \{f_n\} \) be a sequence of differentiable functions on \( \mathbb{R} \) such that \( f_n' \) is bounded for each \( n \). If \( \{f_n'\} \) converges uniformly to \( f \) on \( \mathbb{R} \), is it true that \( f \) is bounded and the derivative of some function?",Yes
13230,"Determine whether every real square matrix $X \in \mathbb{R}^{n \times n}$ can be transformed into a tridiagonal form $X = P^{-1}DP$, where $P$ is an orthogonal matrix in $\mathrm{SO}(n)$ and $D$ is a tridiagonal matrix. Answer with 'Yes' or 'No'.",No
13231,"If a sequence $\{v_n\}_{i=1} ^ \infty$ in a normed linear space $V$ converges weakly to both $v$ and $w$, does this imply $v=w$? Provide a justification for your answer.",v = w
13232,Determine the tightest possible constant \( \epsilon_1 \) such that the inequality \( \left| 1 - \frac{1}{1+E[x]} - E \left[ 1 - \frac{1}{1+x} \right] \right| \leq \epsilon_1 \cdot \text{Var}(x) \) holds for a real-valued random variable \( X \geq 0 \).,1
13233,"In a commutative ring $R$ of characteristic $p$, if an element $x \in W(R)$ is invertible, does it imply that the first coefficient in its Teichmüller expansion is also invertible, even if $R$ is not perfect?",Yes
13234,"Determine whether the following equality holds for convex compact subsets $X$ and $Y$ in $\mathbb{R}^n$ and the standard inner product $\langle ., . \rangle$:
\[ \max_{y \in Y} [\langle y, z \rangle - \max_{x \in X} \langle y, x \rangle] = \max_{y \in Y} \min_{x \in X} \langle y, z-x \rangle. \]",Yes
13235,"On the unit sphere defined by \(x^2 + y^2 + z^2 = 1\), consider \(n\) points \(A_1, A_2, \ldots, A_n\) where \(n \geq 2\). Determine the maximum possible value of the sum \(\sum_{1 \leq i < j \leq n} |A_i A_j|^2\).",n^2
13236,"Evaluate the line integral \( \int_C (z^2, xz, 2xy) \cdot dr \), where \( C \) is the curve formed by the intersection of the surface \( z = 1 - y^2, z \ge 0 \) and the plane \( 2x + 3z = 6 \), oriented anti-clockwise.",4
13237,"In an Artinian commutative ring, does the stabilization of every descending chain of ideals imply that every prime ideal is maximal?",Yes
13238,Determine whether there exists an element of order 30 in the group \( GL_{10}(\mathbb{C}) \) with integer coefficients.,Yes
13239,"Determine whether $p_k(n)$, the number of partitions of $n$ into at most $k$ parts, satisfies a recursion with characteristic polynomial $(X-1)(X^2-1)\cdots(X^k-1)$ for each value of $k$. Specifically, does this imply that $p_k(n)$ satisfies a recursion of order $\binom{k+1}{2}$?",Yes
13240,"Evaluate the integral \( \int_0^1 \ln(\sin(2\pi z)) \, \mathrm{d}z \) using the properties of the Gamma function and the identity \( \sin(\pi z) = \pi z \prod_{k=1}^\infty \left(1 - \frac{z^2}{k^2}\right) \).",-\ln 2
13241,Determine whether it is possible to construct a finite group $G_Q$ such that its outer automorphism group is isomorphic to a given finite cyclic group $Q$. Provide a justification for your answer.,Yes
13242,"Prove that for a prime number \( p \) such that \( p \equiv \pm 2 \pmod{5} \) and \( p \equiv 3 \pmod{4} \), the following congruence holds: \[ F_{\frac{p^2+1}{2}} \equiv p-1 \pmod{p} \] where \( F_n \) denotes the \( n \)-th Fibonacci number.",F_{\frac{p^2+1}{2}} \equiv p-1 \pmod{p}
